,name,category,moreInfoURL,logoURL,id,description,membership,meetingDetails,websiteURL
485,Turkish Student Organization,Cultural,https://orgsync.com/136397,https://cdn3.orgsync.com/images/os-profile-pics/tcdgxcgki3eyot9_150.jpg?cover=1&s=100,136397,TSO represents Turkish students and Turkish culture at Georgia Tech. We help new students adapt to life in USA and foster intercultural enrichment by offering a glimpse of our culture in various events and activities.,"Open to anyone who is interested in the Turkish culture. And of course, membership dues apply.",,http://www.tso.gtorg.gatech.edu/
486,Undergraduate Consulting Club,Professional/Departmental,https://orgsync.com/136436,https://cdn3.orgsync.com/images/os-profile-pics/zi770j3l8fz9fua_150.jpg?cover=1&s=100,136436,"The Undergraduate Consulting Club provides the opportunity of reaching out to the cream of the crop at Georgia Tech. UCC is dedicated towards funneling top tier students into the consulting industry. Our candidates are all experienced and dedicated to pursuing careers in consulting and similar industries. The club boasts an average GPA of above 3.5 and has more than 80 active members across all majors at Georgia Tech. Our club alumni consist of individuals who have accepted offers from every consulting firm that recruits within Georgia Tech, including Accenture, Deloitte, Bain, IBM, Boston Consulting Group, PWC, and KPMG.","Applicants can enter the UCC interview process by first applying through our online application (See our facebook and website for the application link). After applying, the applicant will be notified within 2-3 days of their acceptance into the UCC's final round of interviews. Of passing the final round, the applicant will have the opportunity to accept our invitation to join the club.",Monday,http://www.uccgt.com
487,Undergraduate Operations Management Society,Professional/Departmental,https://orgsync.com/136400,https://cdn3.orgsync.com/images/os-profile-pics/19x7csaykyp2kla_150.jpg?cover=1&s=100,136400,"Mission: To be the flagship operations management organization at Georgia Tech offering undergraduates of all majors opportunities to gain an extensive understanding of operations management in collaboration with world-class corporations 
Vision: To develop an organization of professional, collaborative, and ethical leaders with an extensive knowledge of operations management.","Students can become members by coming to our general meetings, then signing up and submitting dues. Students can also fill our our ""Join Now' form here on OrgSync or on our Facebook page or website, or send us an email at uomsgeorgiatech@gmail.com.",Tuesday,http://www.facebook.com/uomsgeorgiatech
488,Undergraduate Public Health Association,Professional/Departmental,https://orgsync.com/167140,https://cdn2.orgsync.com/images/os-profile-pics/s5jt6ifn9004bw0_150.jpg?cover=1&s=100,167140,"The Undergraduate Public Health Association aims to bring together students who have a common interest in a career in public health and allow them to explore the field through professional development opportunities,community service events, and guest lecture series.",Official membership will take effect when an interested party signs the membership roster and pays all dues set for the semester.,,
489,Undergraduate Research Opportunities Programs,Academic,https://orgsync.com/175889,https://cdn0.orgsync.com/images/os-profile-pics/098bdfb7-e24f-4571-9cba-072b59fd81b1.jpg?cover=1&s=100,175889,"At Georgia Tech, the Undergraduate Research Opportunities Program (UROP) makes it possible for you to begin participating in research now, regardless of your major. UROP offers the structure, resources, incentives, and encouragement you need to work hands-on with faculty, industry partners, and fellow students to explore the big challenges and questions. The projects you work on may change the world, and they will definitely change you, making you more appealing to employers or graduate schools and better prepared for opportunities that await -- or that you create.",,,http://urop.gatech.edu
490,Underwater Hockey,Competitive Sports,https://orgsync.com/136174,https://cdn4.orgsync.com/images/os-profile-pics/hpkwinosxwq6pqw_150.jpg?cover=1&s=100,136174,"6v6 hockey played on the bottom of a pool with snorkeling equipment. But why tell you, when we can show you: https://www.youtube.com/watch?v=SAukrpTEvZA","Any interested student can contact any of the officers listed and come to one of our practices! Try to let us know before you show up so we can make sure we have gear on hand for you to borrow! All you need is a swimsuit and a towel! We'll provide the rest!
Practice Times:
Mondays and Fridays, 7:30-9:00 PM, CRC Competition Pool",,
491,UNICEF at Georgia Tech,Community Service,https://orgsync.com/136396,https://cdn3.orgsync.com/images/os-profile-pics/hiwx6li5xrvq2wa_150.jpg?cover=1&s=100,136396,"The purpose of this organization is to organize students for the survival, protection, and development of children worldwide through education, advocacy and fundraising as a UNICEF Campus Initiative group through the U.S. Fund for UNICEF.",We will have weekly meetings and several events throughout the semester. You can show up to any meeting and join a committee to help plan an upcoming event or participate in our Congressional Action Team.,,https://www.facebook.com/gtunicef/?fref=ts
492,Unicycling Club,Recreation/Leisure,https://orgsync.com/136025,https://cdn4.orgsync.com/images/os-profile-pics/4711454d-cec1-4dc1-8249-c81722af1184.png?cover=1&s=100,136025,"The club's primary duty is to meet up to learn and teach Unicycling together, and to provide unicycles to students who are interested in learning how to ride prior to making the actual purchase.
We also learn individual and group juggling balls and clubs, and similar circus tricks!","No equipment or prior skill needed. If interested, please come visit us on our meets, on every Sunday, 4pm on Skiles Walkway. Check out our website! http://unicycling.gtorg.gatech.edu/",Sunday,http://unicycling.gtorg.gatech.edu/
493,United Mission for Relief and Development,Community Service,https://orgsync.com/180340,https://cdn3.orgsync.com/images/os-profile-pics/b0818382-b427-4ed5-84e8-3e59a7ad7520.png?cover=1&s=100,180340,"UMR - United Mission for Relief and Development -- the GT chapter built to tackle developmental needs and aid in disaster relief in Georgia, through advocacy, service, and relief programs. We will eventually expand to national and international affairs!","A student becomes a member when they have attended one UMR event, such as a general body meeting, a fundraiser, banquet, etc. All active members will need to pay dues! You can pay dues to any one of the members of the Executive Board.",Monday,http://umrelief.org
494,Veggie Jackets,Recreation/Leisure,https://orgsync.com/146080,https://cdn0.orgsync.com/images/os-profile-pics/fsb0wrewwruznse_150.jpg?cover=1&s=100,146080,"Veggie Jackets is a student organization focused on the vegan/vegetarian community at GT. Our goals are to hold social events featuring vegan food, do vegan outreach on campus, and provide educational opportunities such as film screenings and speakers.
For the Animals. For Health. For the Earth.","Members must join OrgSync Portal and attend one meeting/event.
$20 annual dues - includes t-shirt and funds food for meetings.
Meetings/events will always be mentioned in our emails at least one day prior.",Monday,http://www.veggiejackets.gtorg.gatech.edu
495,Vertical Flight Society,Professional/Departmental,https://orgsync.com/135782,https://cdn4.orgsync.com/images/os-profile-pics/yfafbmwrmmr46f7_150.jpg?cover=1&s=100,135782,"The Vertical Flight Society at Georgia Tech or VFS - GT works to promote vertical flight learning, knowledge, and development. AHS members work in various aspects of the aerospace industry, with the GT chapter focusing on promoting research activities, conference attendance and other events related to vertical lift. 
Our chapter engages with the local aerospace industry and promotes STEM fields in general through outreach activities. 
Thanks for visiting our site, please look around to see if you can find yourself among us and feel free to contact our board members.
Cheers!","There are no membership requirements. Anyone who has interest in Vertical Flight is welcome to join us. Vertical Flight has expanded and is now a multidisciplinary area and we need students from all areas to contribute. There is a process to become an VFS International member (vtol.org). When signing up for VFS membership, please select the ""Atlanta"" chapter. To join please request membership here and join our Facebook group.","Thursday, To Be Determined",http://www.ahs.gatech.edu
496,Veterans MBA Club,Professional/Departmental,https://orgsync.com/136379,https://cdn0.orgsync.com/images/os-profile-pics/e7386807-beb2-4b99-90c2-539624542081.png?cover=1&s=100,136379,We are the MBA veterans and we work to make Scheller a better place!,"Be a current active duty, reserve, national guard, or veteran of a US branch of the military and is a current MBA students.",Tuesday,
497,Veterinary Volunteers Around the World,Community Service,https://orgsync.com/177802,https://cdn1.orgsync.com/images/os-profile-pics/333429a3-aa3a-4bea-bdfa-6771394db601.png?cover=1&s=100,177802,"We are a charter chapter of the national organization, Volunteers Around the World ,that believes in improving the standard of living for those in some of the most poverty stricken communities with access to veterinary treatment. We foster a holistic and profound experience in education and veterinary care, paving the path for students to become leaders in making global veterinary care equality the standard for the future. 
One of our goals is to bring veterinary care to underserved communities. We train students to provide basic veterinary medical care for animals and prepare them for a service trip abroad; we will be assisting veterinarians in the country we travel to with performing physical exams, giving vaccines, performing surgeries, deworming animals and assessing general health and well-being.
Vet VAW provides students an opportunity to understand basic veterinary care and gain invaluable experience in an international setting. We would love to have you!",Visit our website to fill out an application!,Monday,https://www.vetgt.weebly.com
498,VGDev,Production/Performance/Publication,https://orgsync.com/142409,https://cdn4.orgsync.com/images/os-profile-pics/333f0e25-8e82-4ad5-b8cc-65d343c2386e.png?cover=1&s=100,142409,"No experience? No problem!
We're an organization that makes video games; from the engine design all the way to logo graphics! All made by Tech students!",Any undergraduate or graduate student may attend a weekly meeting and join a project to become a VGDev member.,Friday,http://vgdev.org/
499,Vibha Georgia Tech Chapter,Community Service,https://orgsync.com/137001,https://cdn2.orgsync.com/images/os-profile-pics/jhfs8onuh5pss2t_150.jpg?cover=1&s=100,137001,Vibha Organization is a non-profit organization aiming to empower education structures and help underprivileged children through supporting local projects.,Come to one of our weekly meetings to find out more and join our organization! Contact us at georgiatechvibhachapter@gmail.com to get in touch with us and find out what our meeting times and locations are!,,http://www.vibha.org
500,Vietnamese Student Association,Cultural,https://orgsync.com/136050,https://cdn0.orgsync.com/images/os-profile-pics/nzfj6ojalaxj6de_150.jpg?cover=1&s=100,136050,"Vietnamese Student Association (VSA) at Georgia Tech is a social organization that shares Vietnamese culture. VSA is an organization that promotes networking and making long term connections, and GTVSA hosts many social events that encourage these. GTVSA hosts massive events such as Moonfest and an annual Charity Dinner, as well as smaller scale events – movie night, board game night, bowling, hiking etc. GTVSA also helps host cultural events such as the Tet Festival and New Years Festival.
GTVSA is a part of the Union of Vietnamese Student Associations Southeast (UVSASE) which consists of VSA's from fifteen schools across five states—the University of Georgia, Emory University, and University of South Carolina to name a few. All these VSA's are tight-knit and provide great opportunities to create lifelong bonds and an intercollegiate network. In addition, UVSASE is part of the Union of North American VSA (UNAVSA) which consists of Vietnamese student organizations across the United States and Canada.
As a member of GTVSA, you will be connected to not only the Vietnamese community at Georgia Tech, but also to the Vietnamese community across the state, country and continent. Being a member allows you to gain invaluable experiences in leadership and planning in addition to soft skills such as public speaking, networking, fundraising, financial management and more.
Join GTVSA to be part of these great events and experience Vietnamese culture. Vietnamese Student Association is a diverse group that welcomes everyone; you don't need to be Vietnamese to join!",Students can become a member by paying the $15/semester or $25/year dues. Active member status persists as long as said students attends events/meetings regularly.,,https://www.facebook.com/gatechvsa/
501,Volunteers Around the World at Georgia Tech,Community Service,https://orgsync.com/146270,https://cdn2.orgsync.com/images/os-profile-pics/unoaoyxzqtksyqz_150.jpg?cover=1&s=100,146270,"Volunteers Around the World at Georgia Tech is an interdisciplinary, global health organization devoted to bringing healthcare to communities who need it the most. We provide students an opportunity to understand health equity on the ground level and gain invaluable medical experience in an international setting. Members work together to find innovative solutions to address the health needs of the international community and help plan the Medical Outreach trips held every year. Members who attend the summer Medical Outreach trip travel to a foreign country to plan and run mobile medical clinics, shadow doctors in local hospitals, work with regional leaders to assess the healthcare of the region, perform and note patient vitals, observe doctors during consultations, manage the pharmacy, and teach health education seminars to the public. VAW-GT believes in health as a human right, and fosters a holistic and profound experience in public health and medical care, paving the path for students to become leaders in making global health equality the standard for the future.","There are winter and spring medical outreach trips. Participants will apply through an OrgSync application in the months leading up to the trip. The Team Lead will review their applications and offer acceptance to the medical outreach trip. Executive committee is selected prior to each trip, through a similar application process. Candidates will apply online and the Team Lead will select finalists for a phone interview, after which the positions are extended.",Tuesday,http://www.gtvaw.weebly.com
502,Waterski and Wakeboard at Georgia Tech,Competitive Sports,https://orgsync.com/135801,https://cdn4.orgsync.com/images/os-profile-pics/sxiu7cf97rhskkc_150.jpg?cover=1&s=100,135801,"The Georgia Tech Waterski and Wakeboard Club exists as a sports club of Georgia Tech to offer the Georgia Tech community the opportunity to compete in and enjoy watersports. The club has a wakeboard boat and a waterski boat and also plans trips to cable parks. No experience is necessary and anyone with interest in waterskiing, wakeboarding, wakesurfing, wakeskating or driving boats is encouraged to join.","All Tech students are welcome to join the club, and any skill level is welcome! No experience is necessary; We'll teach you everything you need to know!

The club has 2 boats: one for water skiing and one for wakeboarding.
Meeting locations and Boat Trips are posted on the GT Waterski & Wakeboard Facebook page. The club site is https://gtwaterski.org/ for more information.  
Request to join our OrgSync group, and we'll pass along pertinent information on how you can become a club certified Boat Driver. Let us know if you're interested in a leadership position!
Due per semester is $85 for new members, $60 for returning members, and $125 for alumni members.",,https://gtwaterski.org/
503,Wesley Foundation,Religious/Spiritual,https://orgsync.com/136049,https://cdn4.orgsync.com/images/os-profile-pics/575578f2-0cc3-46eb-b62c-22113cfd932c.png?cover=1&s=100,136049,"Tech Wesley is a ministry of the United Methodist Church to the Georgia Tech community. By offering ministries of witness, nurture, outreach, fellowship, and stewardship, we seek to provide a well-balanced approach to faith development. Students, faculty, staff, alumni, and friends of Georgia Tech are welcome to participate in all of our programs, regardless of religious affiliation, or lack thereof.
Open Hearts. Open Minds. Open Doors.","At Tech Wesley, ALL are welcome to participate in our worship and programs. Worship services take place on Sunday mornings from 10:30-12:00 (breakfast provided) and Tuesday evenings from 7:00-8:30 pm (dinner provided). Small group discussions occur on Sundays from 1:00-2:00 pm, Tuesdays from 11:00 am -12:00 pm and 4:30 - 5:30 pm, and Wednesdays from 7:00 - 8:00 pm. We also serve weekly lunches on Mondays and Fridays from 12:00 - 2:00 pm centered around fellowship and meaningful discussion. Come to one of our events and we can tell you more about being/becoming a member of Tech Wesley!","Sunday, Tuesday",http://www.gtwf.org
504,Westminster Christian Fellowship,Religious/Spiritual,https://orgsync.com/145266,https://cdn1.orgsync.com/images/os-profile-pics/zp8pb9y9a8iasor_150.jpg?cover=1&s=100,145266,"Westminster Christian Fellowship (WCF) is a student run religious organization. Our mission is  ""Love and serve God. Love and serve others."" In order to follow that mission, we participate in campus outreach as well as service in the Atlanta community. Our student outreach includes prayer breakfasts, worship sessions, and small group devotionals.","We welcome all people in our doors whether we have an event or not. No membership applications necessary, just stop by whenever and meet some great people and build some great friendships!","Tuesday, Wednesday, Thursday",http://gt-wcf.org/
505,Why Should I Believe,Religious/Spiritual,https://orgsync.com/136031,https://cdn1.orgsync.com/images/os-profile-pics/tup71p6v3el6tgj_150.jpg?cover=1&s=100,136031,"“Why Should I Believe? at Georgia Tech” is a Christian campus organization focused on exploring truth and asking deep, meaningful questions about life and its purpose.  We examine Christianity and other worldviews in light of science, history, and philosophy.
- We seek to use reasoning and factual evidence to construct sound viewpoints regarding truth.
- We encourage students to question their beliefs.
- We help students formulate, defend, and discuss their beliefs with confidence.
- We investigate how these beliefs can impact our lives and society today.
We welcome all beliefs and viewpoints; they add significantly to our discussions.",Attend one meeting per semester and pay dues.,Monday,https://www.facebook.com/WSIBatGT/
506,Wishmakers on Campus at Georgia Tech,Community Service,https://orgsync.com/147557,https://cdn0.orgsync.com/images/os-profile-pics/zgmxnaa6eos0asr_150.jpg?cover=1&s=100,147557,"Wishmakers on Campus is a nationwide program that gives college kids the opportunity to make a real impact on families in the community. Right now, there are over 750 children in Georgia with life-threatening medical conditions who are waiting for their wishes to be granted. Wishmakers on Campus will help to make these wishes come true. Wishmakers on Campus will be providing hope, strength and joy to these children and their families.",Students can become members by requesting to join our portal or contact us via email.,Monday,http://wish.org/ways-to-help/fundraising/wishmakers-on-campus#sm.0000asbpr12kidmoz4j155d0teu69
507,Women in ECE,Professional/Departmental,https://orgsync.com/136037,https://cdn3.orgsync.com/images/os-profile-pics/iwxqmicxeug4ln4_150.jpg?cover=1&s=100,136037,"Women in Electrical and Computer Engineering (WECE) was established in Fall 2004 by a group of five women, consisting of both undergraduate and graduate students. The  objective of WECE is to create a community within the ECE department at Georgia Tech where women can seek friendship, support, and advice regarding their academic, professional, and personal life.",All female Electrical and Computer Engineering majors at Georgia Tech can be part of the organization for free. There are no formal requirements to the join the organization. Interested students can attend our weekly general member meetings from 11:00 AM - 12:00 PM in Van Leer C340.,Thursday,http://www.wece.gtorg.gatech.edu/
508,Women in Materials Science and Engineering,Professional/Departmental,https://orgsync.com/172157,https://orgsync.com/assets/icons/portals/no_org_profile_150.png,172157,"Women in Materials Science and Engineering serves as a community to MSE women students and faculty geared towards their social, professional and career development.","Section 1        The selection of officers for the forthcoming year will take place at least three weeks from the beginning of Fall semester. 

Section 2        All positions, within the Executive Board will be opened to all interested members for the selection process.
A.	Applications and rubrics for the Executive positions will be released to all members two weeks prior to the application deadline.
B.	The current graduate and undergraduate Executive Board, will jointly select the next graduate and undergraduate Executive Board members. Applicants will be scored based on their written application and verbal interview.
a.	Interviews will be conducted by the current joint outgoing Executive Board, and decisions will be made through a plurality vote of the joint outgoing board members.
b.	If a resolution for a position cannot be reached, the other positions will be selected, and the selected incoming officers will be included in the next vote.
c.	If a resolution still cannot be reached, the  outgoing Graduate and Undergraduate President will make the final decision.
C.	If a position remains unfilled after the appointment process the new Executive Board will use a ⅔ majority vote to re-assign duties to another officer until a new application process can be completed in Article V Section 2 Subsection B to select the new officer.
D.	No member can be selected to more than one position on the Executive Board at one time.
E.	New officers take office at the last meeting of the Spring  semester and remain in office until the next selection.",Monday,http://wmse.mse.gatech.edu
509,Women's Chorus at Georgia Tech,Production/Performance/Publication,https://orgsync.com/147210,https://cdn3.orgsync.com/images/os-profile-pics/9086qh560ugk239_150.jpg?cover=1&s=100,147210,Treble Choir is an all women's vocal ensemble. We sing a wide range of music and accept women at all levels of singing experience. No auditions required!,"To become a member, please email the officers (womenschorusofficers@lists.gatech.edu) or come to a rehearsal (Tuesdays at 6pm in West Village Dining Room 175)!
Members become official once they fill out our roster survey and pay their semesterly dues.","Tuesday, Thursday",https://www.youtube.com/channel/UCtYTkR9zVpo5eUDbZZMRouw
510,Women's Club Basketball,Competitive Sports,https://orgsync.com/136401,https://cdn4.orgsync.com/images/os-profile-pics/xtppzc0q542idfv_150.jpg?cover=1&s=100,136401,"The Women's Club Basketball team offers an outlet for players to foster their love of basketball. We value teamwork, dedication and each other, which translate both on and off the court. This camaraderie is the foundation of our continued growth and success.",Open gyms are held during the fall semester to prepare for the spring season. Participation is strongly encouraged for new members. Official tryouts are held at the end of the fall semester Those interested in joining the team should contact any of the club executive officers or email gtwcball@gmail.com,"Sunday, Tuesday, Thursday",
511,Women's Club Lacrosse,Competitive Sports,https://orgsync.com/136184,https://cdn4.orgsync.com/images/os-profile-pics/sdv7umhceshwjp1_150.jpg?cover=1&s=100,136184,Georgia Tech Women's Club Lacrosse is a competitive team that travels around the southeast playing other WCLA teams in the Southeast Women's Lacrosse League.,"Women of any level of experience are welcome to join the team. Players are required to attend weekly practices, scrimmages and season games. New team members can sign up for our email list at any FASET session or can email us at gtwomenslacrosse@gmail.com","Monday, Tuesday, Thursday",http://www.gtwomenslacrosse.com/
512,Women's Club Soccer at Georgia Tech,Competitive Sports,https://orgsync.com/136154,https://cdn4.orgsync.com/images/os-profile-pics/ci0ow6cdqeln1qi_150.jpg?cover=1&s=100,136154,"We are the Women's Club Soccer Team at Georgia Tech. Our playing level is between intramural and varsity. We hold practice 2-3 times a week and play other college teams on weekends, often traveling. Our main season is the Fall.",Tryouts are held at the beginning of every semester. Dates and times will be announced closer to the beginning of every semester. We take 21-22 members per season. Please email gtwomenssoccer10@gmail.com to get your email on the interest list as well as like our Facebook page to receive updates.,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, To Be Determined",https://sites.google.com/site/gatechwomenssoccer/home
513,Women's Club Volleyball @ GT,Competitive Sports,https://orgsync.com/135767,https://cdn4.orgsync.com/images/os-profile-pics/amiojjpb6g6quzo_150.jpg?cover=1&s=100,135767,"The Georgia Tech Women's Club Volleyball team is a nationally competitive, women's inter-collegiate club sports team for indoor volleyball. The team participates in approximately 3 tournaments per semester and travels to other colleges to compete. Ultimately, the season culminates at the NCVF Championships in the spring.","Open gyms are held on Monday and Wednesday of the first week of classes from 8-10pm court 5 at the CRC. These are not mandatory, but rather a way for you to shake off the dust from the summer and get ready for tryouts. Also, you'll be able to meet some of the girls on the team last year and learn more about the club.
Tryouts are held the following week at the same times. 
Any questions, please email gtwcvball@gmail.com!","Monday, Wednesday",http://www.womensclubvball.gtorg.gatech.edu/
514,Women's Leadership Conference,Professional/Departmental,https://orgsync.com/155138,https://cdn0.orgsync.com/images/os-profile-pics/d1c6d2ae-a3fa-46ee-b23b-a22f7dbf28d4.jpeg?cover=1&s=100,155138,"The Women's Leadership Conference began during the winter of 1998 as means to celebrate, recognize, and learn more about the strong leadership exhibited by women of the Georgia Tech community. The conference is a gathering of women who have sought to become leaders in the classroom and the boardroom as well as the communities where they reside. As an infant coming into the world of annual campus activities, the conference was phenomenally successful. Now in its 20th year, the conference is again striving to expand its reach. This year we hope to broaden the personal, professional, and global horizons of all conference attendees. The one-day conference offers workshops, speakers and discussions aimed at training female leaders on area campuses and in the Atlanta community. The new group of Georgia Tech students making up this year's planning committee is eager to organize a successful and impactful conference again this year.
The 2019 Georgia Tech Leadership Conference will be held on March 2, 2019 at the Historic Academy of Medicine. Buy your tickets today at bit.ly/GoWLC2019!",The application process to join the 2019-2020 Women's Leadership Conference Planning Committee is now closed. Please check back here or on our Facebook/Instagram next spring.,,http://www.wlc.gatech.edu
515,Women's Resource Center,Campus Office/Department,https://orgsync.com/139434,https://cdn2.orgsync.com/images/os-profile-pics/4kby6fv7pzx8f5o_150.jpg?cover=1&s=100,139434,"Since 1998, the Women's Resource Center has provided a gathering place for women at Georgia Tech. We offer programming and resources centered on community building, leadership, and identity development. We welcome people of all genders and believe that we can all become better citizens of the world by learning about and working towards equity and social change. 
The staff of the Women's Resource Center is available to assist individual students and student groups who are developing and implementing programming that fosters a greater sense of understanding issues of gender equity and social change. 
WRC staff is also available, by appointment, to individual students who may need support with academics or personal matters.
Location:
Flag Building (Smithgall Student Services)
Suite 131
Phone Number:  (404) 385-0230
Hours:
Monday- Thursday: 9am-8pm
Friday: 9am-5pm",Programs and services are open.,,http://www.womenscenter.gatech.edu
516,Women's Rugby at Georgia Tech,Competitive Sports,https://orgsync.com/135796,https://cdn2.orgsync.com/images/os-profile-pics/3q7vjjd1osy56hm_150.jpg?cover=1&s=100,135796,"We compete in 15s and 7s rugby against other colleges in Georgia and surrounding states during the fall and spring semesters. Spring is our competitive season, where we only play 15s. Our friendly 15s season is in the fall, and 7s is typically played at the end of our competitive 15s season through fall.
Our main focus is building a foundation for women's rugby at an intermediate level. Many of our players go on to play for women's league teams like our local team, the Atlanta Harlequins.
We always welcome new players, regardless of previous experience. Motivation and commitment are all you need, so come on out and join us!","Students become members by coming to practices, signing the membership roster, and paying all set dues before the end of the semester.","Tuesday, Wednesday, Thursday",http://www.gtwrfc.org/
517,Women's Transportation Seminar,Professional/Departmental,https://orgsync.com/136472,https://cdn1.orgsync.com/images/os-profile-pics/11e8e737-ce72-4868-845b-3acda3bdb831.PNG?cover=1&s=100,136472,"Women's Transportation Seminar at Georgia Tech is an international organization dedicated to building the future of transportation through the global advancement of women. WTS-GT seeks to: (1) Give students interested in transportation-related professions opportunities to participate in professional activities and networking events that expose them to the transportation industry; (2) Offer forums for interaction between transportation professionals, faculty members, and undergraduate and graduate students interested in transportation-related careers; and (3) Provide forums for interaction and mentoring between students and the Atlanta chapter of Women's Transportation Seminar.","Become a student member by clicking the join now button on the top right corner of the https://www.wtsinternational.org/ web page. Select student membership ($30), and go through the requisite sign up information. Your membership is valid for one year, so don't hesitate to join now!",,https://www.wtsinternational.org/georgiatech/
518,Women's Ultimate Frisbee,Competitive Sports,https://orgsync.com/136092,https://cdn3.orgsync.com/images/os-profile-pics/j2c9bab5ngdwirr_150.jpg?cover=1&s=100,136092,"Wreck is Georgia Tech's incredibly awesome Women's Club Ultimate Frisbee team. We are a mix of former and current soccer, softball, basketball and volleyball players, track runners, swimmers, sailors, and people who have never played an organized sport before. We are open to anyone who is looking to have some fun with a super cool group of girls while playing an organized sport. We compete with teams from all over the nation and have practice two to three times a week.","If you are interested in playing on Wreck, signing up and coming to practice is all that is necessary! There are no prerequisites for playing ultimate, we teach you everything you need to know.","Wednesday, Thursday, To Be Determined",https://wreckultimate.wordpress.com/
519,Women's Water Polo,Competitive Sports,https://orgsync.com/136257,https://cdn2.orgsync.com/images/os-profile-pics/l5mii41mkerxnij_150.jpg?cover=1&s=100,136257,"The Georgia Tech Women's Water Polo team competes against other college club teams within the Southeast Division of the CWPA (Collegiate Water Polo Association) and is always welcoming new players, regardless of experience!","We do not hold tryouts, and all skill levels are welcome. Interested players should simply reach out via social media, contact our president, or attend our practices.","Monday, Thursday",
520,"Women, Science, and Technology",Academic,https://orgsync.com/174863,https://cdn2.orgsync.com/images/os-profile-pics/7885cf09-a37b-43d8-b14e-ed1edae8d549.jpg?cover=1&s=100,174863,"The WST Living Learning Community offers members an opportunity to connect with one another and faculty through monthly dinners, bi-weekly lunches, campus receptions, and research panels to address academic and professional issues of women students.",,,https://wst.gatech.edu/wst-learning-community
521,Wreck Racing,Competitive,https://orgsync.com/136463,https://cdn3.orgsync.com/images/os-profile-pics/phn6py0b3b523o7_150.jpg?cover=1&s=100,136463,"Our Purpose
Wreck Racing is an all-student racing team that builds cars for the Grassroots Motorsports $20XX Challenge (see www.grassrootsmotorsports.com).
With a tight budget, the $20XX Challenge favors those with more ingenuity and skill than money.  As many as 100 different teams return each year to battle it out and see who can squeeze the most performance from a penny. Our current Challenge build features a 1987 BMW E28 5-Series featuring a 5.3L LS V8.
Our Members
There are typically three types of people who will join Wreck Racing:
I. These are people who know very little about cars, but would like to know more. Whether it be driving, fixing, breaking, tuning, or even general maintenance these people are in the club to learn as much as they can about cars. Nowhere else at Georgia Tech can you find a club that will provide you with more hands-on experience with real cars. This allows students to finally put their classroom theory into real-life situations.
II. These people are generally experienced gearheads. They know a lot about cars and can tell you anything about cars ranging from normal maintenance to high-performance modifications. More than likely, these people drive a fast car (or more than one of them!) and are pretty good at it! They typically join the club because we can offer them one of the most unique and challenging automotive experiences they will ever have. Building a car for just over $2000 is no easy task. Building a car that can race hard for two days straight for $2000 takes a serious engineering effort.
III. The final type of person usually owns at least two cars (neither of which was purchased for more than $500) and has performed at least one engine swap on both of them. These guys are total car freaks. When they are not trying to piece together a Wreck Racing car, you can probably find them in their own garage trying to piece together their own. Wreck Racing offers these people their car fix while stuck at school.
So come on out and visit the Wreck Racing shop. No matter previous experience, members are able to work on a car that will provide them with welding, CAD design, no end of tuning, tweaking, cutting, painting, wiring, soldering, taping … well, you get the point. If you love cars and have not found your way to our garage, you don't know what you are missing! New members are always accepted no matter their current skill level or major!","Anyone is welcome to come out to worknights for the first month of each semester! If you want to become an official member, pay your dues ($50/Semester or $100/Year) to any leader by cash or check.","Tuesday, Thursday",http://www.wreckracing.gatech.edu
522,Wreckless,Recreation/Leisure,https://orgsync.com/137002,https://cdn4.orgsync.com/images/os-profile-pics/p185fxz591dsh6v_150.jpg?cover=1&s=100,137002,Wreckless aims to raise the school spirit and quality of life at Georgia Tech by changing the campus culture to create an inclusive environment and by promoting positive mental health and happiness. We help brighten the days of Georgia Tech students by producing inspirational videos and hosting encouragement campaigns throughout the year. We are always looking for students who want to spread their joy to others alongside our group of fun loving people.,"Students are selected through an application process each fall and spring semester, if spring recruitment is deemed necessary. This application helps the executive board determine if the applicant has a passion for bettering campus community and which committee they would be best fitted for. If students receive an interview after the application, they will be notified by our Vice President of Recruitment.",Tuesday,http://www.wreckless.gtorg.gatech.edu
523,WREK Radio,Production/Performance/Publication,https://orgsync.com/136448,https://cdn1.orgsync.com/images/os-profile-pics/d0rbrwdwttyzofy_150.jpg?cover=1&s=100,136448,"WREK is the entirely student managed, operated, and engineered radio station of Georgia Tech.  We broadcast 24/7 on 91.1 FM with 100,000 watts of quality, diverse programming.  You can listen online and browse through our 14-day archive of specialty shows, sound blocks, sports, and public affairs programming.  You can join WREK by volunteering just one week!  Come by the station in the Student Center or visit www.wrek.org for more information.","WREK is operated, managed, and engineered entirely by the students of Georgia Tech.  If you're a student at Tech and you're interested in getting involved with the station, come check us out!
We actively recruit every fall during FASET and with tables / info sessions during the first few weeks of class, but we also accept students who walk in and are curious about the station.
The WREK studio is located above Subway on the second floor of the Student Center Commons. You can enter through the Student Involvement Center on the second floor and ring the doorbell to get into the station.  During the school year, there are usually people hanging out (it's a cool place to spend time between classes) or doing their shifts. We're always happy to give a tour and tell you more about getting involved with the station.
For more info, check out http://www.wrek.org/join-wrek/!",Friday,http://www.wrek.org
